text,label
"PyTorch, SIEM and have worked on related projects.","PyTorch, SIEM"
"Deep Learning, Ethical Hacking and have worked on related projects.","Deep Learning, Ethical Hacking"
"Java, SOC Analysis, Communication and have worked on related projects.","Java, SOC Analysis, Communication"
"Scikit-learn, Terraform, PHP and have worked on related projects.","Scikit-learn, Terraform, PHP"
"SOC Analysis, Leadership, Docker and have worked on related projects.","SOC Analysis, Leadership, Docker"
"Communication, JavaScript, Ethical Hacking, Pandas and have worked on related projects.","Communication, JavaScript, Ethical Hacking, Pandas"
"Scikit-learn, Python, Problem Solving, SIEM and have worked on related projects.","Scikit-learn, Python, Problem Solving, SIEM"
"C++, SIEM, Scikit-learn and have worked on related projects.","C++, SIEM, Scikit-learn"
"Time Management, Azure, PHP, Pandas and have worked on related projects.","Time Management, Azure, PHP, Pandas"
"Teamwork, Ethical Hacking, Ruby and have worked on related projects.","Teamwork, Ethical Hacking, Ruby"
"Machine Learning, Go, SIEM and have worked on related projects.","Machine Learning, Go, SIEM"
"Terraform, Time Management, Deep Learning, Ethical Hacking and have worked on related projects.","Terraform, Time Management, Deep Learning, Ethical Hacking"
"CI/CD, Time Management, SIEM and have worked on related projects.","CI/CD, Time Management, SIEM"
"Penetration Testing, Leadership and have worked on related projects.","Penetration Testing, Leadership"
"Scikit-learn, AWS, Leadership and have worked on related projects.","Scikit-learn, AWS, Leadership"
"Leadership, Machine Learning, Java, Terraform and have worked on related projects.","Leadership, Machine Learning, Java, Terraform"
"Swift, TensorFlow and have worked on related projects.","Swift, TensorFlow"
"SOC Analysis, Ruby and have worked on related projects.","SOC Analysis, Ruby"
"SIEM, TensorFlow, Jenkins and have worked on related projects.","SIEM, TensorFlow, Jenkins"
"Ethical Hacking, Pandas, JavaScript, AWS and have worked on related projects.","Ethical Hacking, Pandas, JavaScript, AWS"
"Leadership, Kotlin, Kubernetes, TensorFlow and have worked on related projects.","Leadership, Kotlin, Kubernetes, TensorFlow"
"SQL, Scikit-learn, Azure, Communication and have worked on related projects.","SQL, Scikit-learn, Azure, Communication"
"Docker, Go and have worked on related projects.","Docker, Go"
"Time Management, Network Security and have worked on related projects.","Time Management, Network Security"
"SQL, Pandas and have worked on related projects.","SQL, Pandas"
"SIEM, JavaScript and have worked on related projects.","SIEM, JavaScript"
"Terraform, PyTorch, SIEM and have worked on related projects.","Terraform, PyTorch, SIEM"
"SOC Analysis, Machine Learning and have worked on related projects.","SOC Analysis, Machine Learning"
"Ansible, SIEM, Swift, Leadership and have worked on related projects.","Ansible, SIEM, Swift, Leadership"
"Java, SOC Analysis and have worked on related projects.","Java, SOC Analysis"
"Leadership, SOC Analysis and have worked on related projects.","Leadership, SOC Analysis"
"SQL, Network Security and have worked on related projects.","SQL, Network Security"
"Problem Solving, SOC Analysis, Terraform, PyTorch and have worked on related projects.","Problem Solving, SOC Analysis, Terraform, PyTorch"
"Ethical Hacking, TensorFlow, CI/CD and have worked on related projects.","Ethical Hacking, TensorFlow, CI/CD"
"Ruby, Machine Learning, SIEM and have worked on related projects.","Ruby, Machine Learning, SIEM"
"Penetration Testing, Problem Solving and have worked on related projects.","Penetration Testing, Problem Solving"
"PHP, Communication, Machine Learning, Ethical Hacking and have worked on related projects.","PHP, Communication, Machine Learning, Ethical Hacking"
"Network Security, Ansible and have worked on related projects.","Network Security, Ansible"
"Docker, Scikit-learn and have worked on related projects.","Docker, Scikit-learn"
"Terraform, PHP and have worked on related projects.","Terraform, PHP"
"CI/CD, TensorFlow, Time Management and have worked on related projects.","CI/CD, TensorFlow, Time Management"
"TensorFlow, SQL and have worked on related projects.","TensorFlow, SQL"
"Scikit-learn, C++, Time Management, Azure and have worked on related projects.","Scikit-learn, C++, Time Management, Azure"
"Problem Solving, Ethical Hacking, Scikit-learn and have worked on related projects.","Problem Solving, Ethical Hacking, Scikit-learn"
"Docker, Communication and have worked on related projects.","Docker, Communication"
"Terraform, Scikit-learn, Problem Solving and have worked on related projects.","Terraform, Scikit-learn, Problem Solving"
"Terraform, Time Management, SQL, Scikit-learn and have worked on related projects.","Terraform, Time Management, SQL, Scikit-learn"
"Pandas, Java and have worked on related projects.","Pandas, Java"
"Leadership, Kotlin and have worked on related projects.","Leadership, Kotlin"
"Ethical Hacking, Go and have worked on related projects.","Ethical Hacking, Go"
"PyTorch, PHP, SIEM, GCP and have worked on related projects.","PyTorch, PHP, SIEM, GCP"
"Scikit-learn, C++, Kubernetes, SIEM and have worked on related projects.","Scikit-learn, C++, Kubernetes, SIEM"
"TensorFlow, Time Management, Network Security and have worked on related projects.","TensorFlow, Time Management, Network Security"
"Penetration Testing, PyTorch and have worked on related projects.","Penetration Testing, PyTorch"
"Scikit-learn, SOC Analysis and have worked on related projects.","Scikit-learn, SOC Analysis"
"Jenkins, Ethical Hacking, Communication and have worked on related projects.","Jenkins, Ethical Hacking, Communication"
"Machine Learning, AWS and have worked on related projects.","Machine Learning, AWS"
"Go, Machine Learning, Kubernetes, Problem Solving and have worked on related projects.","Go, Machine Learning, Kubernetes, Problem Solving"
"GCP, Kotlin and have worked on related projects.","GCP, Kotlin"
"Terraform, Teamwork, PyTorch and have worked on related projects.","Terraform, Teamwork, PyTorch"
"Leadership, PyTorch and have worked on related projects.","Leadership, PyTorch"
"Kotlin, Scikit-learn, SIEM, Time Management and have worked on related projects.","Kotlin, Scikit-learn, SIEM, Time Management"
"Problem Solving, AWS, Network Security, Kotlin and have worked on related projects.","Problem Solving, AWS, Network Security, Kotlin"
"Ansible, Penetration Testing and have worked on related projects.","Ansible, Penetration Testing"
"Deep Learning, Jenkins, Communication and have worked on related projects.","Deep Learning, Jenkins, Communication"
"Swift, TensorFlow and have worked on related projects.","Swift, TensorFlow"
"Teamwork, Scikit-learn and have worked on related projects.","Teamwork, Scikit-learn"
"Java, Time Management, GCP, PyTorch and have worked on related projects.","Java, Time Management, GCP, PyTorch"
"Problem Solving, Ansible and have worked on related projects.","Problem Solving, Ansible"
"TensorFlow, Problem Solving, CI/CD and have worked on related projects.","TensorFlow, Problem Solving, CI/CD"
"SOC Analysis, Leadership and have worked on related projects.","SOC Analysis, Leadership"
"TensorFlow, Time Management, Docker, Java and have worked on related projects.","TensorFlow, Time Management, Docker, Java"
"CI/CD, Swift, Ethical Hacking, Problem Solving and have worked on related projects.","CI/CD, Swift, Ethical Hacking, Problem Solving"
"Ethical Hacking, Machine Learning, Java and have worked on related projects.","Ethical Hacking, Machine Learning, Java"
"AWS, TensorFlow, Ruby, Ethical Hacking and have worked on related projects.","AWS, TensorFlow, Ruby, Ethical Hacking"
"SIEM, Machine Learning and have worked on related projects.","SIEM, Machine Learning"
"Time Management, Deep Learning, Kubernetes and have worked on related projects.","Time Management, Deep Learning, Kubernetes"
"Machine Learning, Problem Solving, AWS and have worked on related projects.","Machine Learning, Problem Solving, AWS"
"Time Management, Penetration Testing, Docker and have worked on related projects.","Time Management, Penetration Testing, Docker"
"SOC Analysis, Leadership, Go and have worked on related projects.","SOC Analysis, Leadership, Go"
"TensorFlow, Java and have worked on related projects.","TensorFlow, Java"
"Teamwork, C++ and have worked on related projects.","Teamwork, C++"
"Penetration Testing, Go, Azure, Communication and have worked on related projects.","Penetration Testing, Go, Azure, Communication"
"Leadership, Penetration Testing, Docker, SQL and have worked on related projects.","Leadership, Penetration Testing, Docker, SQL"
"SOC Analysis, TensorFlow, PHP and have worked on related projects.","SOC Analysis, TensorFlow, PHP"
"Kotlin, Pandas and have worked on related projects.","Kotlin, Pandas"
"Teamwork, JavaScript, SIEM and have worked on related projects.","Teamwork, JavaScript, SIEM"
"Scikit-learn, Java, Network Security, Leadership and have worked on related projects.","Scikit-learn, Java, Network Security, Leadership"
"C++, Pandas, SOC Analysis, Communication and have worked on related projects.","C++, Pandas, SOC Analysis, Communication"
"Problem Solving, Ruby, Scikit-learn and have worked on related projects.","Problem Solving, Ruby, Scikit-learn"
"Deep Learning, GCP, Ethical Hacking, C++ and have worked on related projects.","Deep Learning, GCP, Ethical Hacking, C++"
"GCP, Time Management and have worked on related projects.","GCP, Time Management"
"JavaScript, Machine Learning, Azure, Network Security and have worked on related projects.","JavaScript, Machine Learning, Azure, Network Security"
"Python, PyTorch, Leadership, SOC Analysis and have worked on related projects.","Python, PyTorch, Leadership, SOC Analysis"
"Pandas, Java, Teamwork and have worked on related projects.","Pandas, Java, Teamwork"
"SIEM, Problem Solving and have worked on related projects.","SIEM, Problem Solving"
"Go, Pandas, Docker, SIEM and have worked on related projects.","Go, Pandas, Docker, SIEM"
"AWS, C++, Teamwork and have worked on related projects.","AWS, C++, Teamwork"
"Time Management, Azure, Network Security, Python and have worked on related projects.","Time Management, Azure, Network Security, Python"
"Problem Solving, Machine Learning and have worked on related projects.","Problem Solving, Machine Learning"
"Jenkins, PHP, Scikit-learn and have worked on related projects.","Jenkins, PHP, Scikit-learn"
"Deep Learning, Jenkins and have worked on related projects.","Deep Learning, Jenkins"
"Teamwork, SOC Analysis, Terraform, Python and have worked on related projects.","Teamwork, SOC Analysis, Terraform, Python"
"Teamwork, Ethical Hacking, SQL and have worked on related projects.","Teamwork, Ethical Hacking, SQL"
"Kubernetes, SQL, TensorFlow and have worked on related projects.","Kubernetes, SQL, TensorFlow"
"Deep Learning, Leadership and have worked on related projects.","Deep Learning, Leadership"
"Kotlin, SIEM, Pandas, Kubernetes and have worked on related projects.","Kotlin, SIEM, Pandas, Kubernetes"
"Problem Solving, SIEM and have worked on related projects.","Problem Solving, SIEM"
"Python, Scikit-learn and have worked on related projects.","Python, Scikit-learn"
"Machine Learning, Azure, Ruby and have worked on related projects.","Machine Learning, Azure, Ruby"
"Penetration Testing, Azure, TensorFlow and have worked on related projects.","Penetration Testing, Azure, TensorFlow"
